file,line,scenario,status,test_outcome,duration_ms,attempts,evidence_scope
deep-workflows.spec.ts,27,US-SP-TODO-DEEP real agent todo create update clear renders live and survives session reload,passed,expected,2701,1,exact assertions in test script
deep-workflows.spec.ts,33,US-SP-BOT-DEEP all editable tab fields filter select save and delete lifecycle,passed,expected,1603,1,exact assertions in test script
delegation.spec.ts,2,US-SP-CHAT-017 actual delegate tool spawns two real child agents and renders their completion,passed,expected,1249,1,exact assertions in test script
frontend-extras.spec.ts,2,US-SP-FILE-001 file and folder dialogs write real isolated workspace and support cancel,passed,expected,1207,1,exact assertions in test script
frontend-extras.spec.ts,8,US-SP-PREF-THEMES all built-in theme and font-size buttons apply and reload,passed,expected,1211,1,exact assertions in test script
frontend-extras.spec.ts,14,US-SP-PREF-SKINS every rendered skin button applies its own skin value,passed,expected,2922,1,exact assertions in test script
frontend-extras.spec.ts,18,US-SP-LOG-001 logfile tail severity wrap and refresh controls remain usable,passed,expected,505,1,exact assertions in test script
frontend-extras.spec.ts,21,US-SP-INS-001 all analytics periods request and render their selected window,passed,expected,666,1,exact assertions in test script
frontend-extras.spec.ts,24,US-SP-UX-ERROR-TOAST error toast retains clickable dismiss control,passed,expected,750,1,exact assertions in test script
governance-administration.spec.ts,10,US-SP-GOV-ADMIN-GROUPS all templates and six grant fields create edit cancel clear and delete with persisted negative checks,passed,expected,6020,1,exact assertions in test script
governance-administration.spec.ts,28,US-SP-GOV-ADMIN-USERS role and group assignment persists cancel preserves policy and assigned group cannot be deleted,passed,expected,1844,1,exact assertions in test script
governance-administration.spec.ts,39,US-SP-GOV-ADMIN-APPROVAL actual denied route becomes admin approval then grants one route while rejection and replay remain bounded,passed,expected,1974,1,exact assertions in test script
governance-administration.spec.ts,59,US-SP-GOV-ADMIN-LEGACY unchanged group save preserves command denials metadata and unexposed grants,passed,expected,860,1,exact assertions in test script
governance-field-roundtrip.spec.ts,86,US-SP-GOV-006 [field roundtrip] all 14 extra allow and 14 deny controls persist through real save and reload,passed,expected,2953,1,exact assertions in test script
governance-field-roundtrip.spec.ts,112,US-SP-GOV-006 [field removal] clearing all extra grants and denials removes persisted entries,passed,expected,4288,1,exact assertions in test script
governance-field-roundtrip.spec.ts,141,US-SP-POL-032 [legacy subset] unchanged user save preserves unexposed command denials and policy metadata,passed,expected,1093,1,exact assertions in test script
governance-field-roundtrip.spec.ts,170,US-SP-POL-013 [bootstrap affordance] typing a recovery admin identity explains and locks ineffective restrictions,passed,expected,530,1,exact assertions in test script
governance-field-roundtrip.spec.ts,183,US-SP-POL-001 [legacy level-only edit] Keep existing policy retains assigned role access when changing level,passed,expected,955,1,exact assertions in test script
governance-field-roundtrip.spec.ts,197,US-SP-UX-007 [preview lifecycle] a stale preview for the same reselected user cannot replace its newer policy,passed,expected,904,1,exact assertions in test script
governance-field-roundtrip.spec.ts,240,US-SP-UX-007 [save lifecycle] a late save cannot discard a newly selected user draft,passed,expected,824,1,exact assertions in test script
governance-field-roundtrip.spec.ts,273,US-SP-UX-007 [inspector lifecycle] late standalone preview cannot replace a more recently requested user,passed,expected,877,1,exact assertions in test script
governance-policy.spec.ts,5,US-SP-POL-001 new policy defaults to user whitelist manual and renders at desktop and mobile,passed,expected,745,1,exact assertions in test script
governance-policy.spec.ts,10,US-SP-POL-RESPONSIVE desktop edits policy prompt and saves accessible last controls after reload,passed,expected,1415,1,exact assertions in test script
governance-policy.spec.ts,10,US-SP-POL-RESPONSIVE laptop edits policy prompt and saves accessible last controls after reload,passed,expected,1302,1,exact assertions in test script
governance-policy.spec.ts,10,US-SP-POL-RESPONSIVE mobile edits policy prompt and saves accessible last controls after reload,passed,expected,1834,1,exact assertions in test script
governance-policy.spec.ts,31,US-SP-POL-VALIDATION automatic without policy prompt rejects before mutation,passed,expected,619,1,exact assertions in test script
governance-policy.spec.ts,36,US-SP-POL-LEGACY editing a legacy user preserves omitted access level and mode,passed,expected,659,1,exact assertions in test script
governance-policy.spec.ts,40,US-SP-POL-002 whitelist with role but zero direct grant cannot use work APIs,passed,expected,650,1,exact assertions in test script
governance-policy.spec.ts,44,US-SP-POL-004 blacklist elevated automatic policy and narrow denials survive save reload,passed,expected,1033,1,exact assertions in test script
governance-policy.spec.ts,50,US-SP-GOV-PREVIEW real preview button shows chosen user and effective grants,passed,expected,556,1,exact assertions in test script
governance-policy.spec.ts,53,US-SP-AUTH-CSRF cross-origin cookie-auth mutation without CSRF is rejected,passed,expected,342,1,exact assertions in test script
governance-revocation.spec.ts,19,US-SP-POL-REVOKE-WHITELIST direct skill grant permits actual browser read then removal denies retained-session requests,passed,expected,3073,1,exact assertions in test script
governance-revocation.spec.ts,36,US-SP-POL-REVOKE-BLACKLIST group wildcard cannot override direct denial and clearing denial restores the same signed session,passed,expected,2456,1,exact assertions in test script
governance-revocation.spec.ts,50,US-SP-POL-REVOKE-LEVELS user elevated and admin choices persist while only explicit admin can administer policy,passed,expected,3462,1,exact assertions in test script
governance-revocation.spec.ts,65,US-SP-GOV-REQUESTER-STATUS retained requester sees pending approved rejected while another account cannot read or decide those requests,passed,expected,4570,1,exact assertions in test script
governance-runtime.spec.ts,15,US-SP-POL-RUNTIME-autoapprove actual model decision allows actual tool effect,passed,expected,1108,1,exact assertions in test script
governance-runtime.spec.ts,15,US-SP-POL-RUNTIME-autodeny actual model decision blocks actual tool effect,passed,expected,1074,1,exact assertions in test script
governance-runtime.spec.ts,20,US-SP-POL-RUNTIME-manualapprove parked action waits for real frontend once decision,passed,expected,1849,1,exact assertions in test script
governance-runtime.spec.ts,20,US-SP-POL-RUNTIME-manualdeny parked action waits for real frontend deny decision,passed,expected,1746,1,exact assertions in test script
governance-runtime.spec.ts,20,US-SP-POL-RUNTIME-automanual parked action waits for real frontend once decision,passed,expected,1846,1,exact assertions in test script
kanban-administration.spec.ts,57,US-SP-KAN-ADMIN-BOARDS create validate cancel rename switch archive persist with denied administration,passed,expected,2555,1,exact assertions in test script
kanban-administration.spec.ts,89,US-SP-KAN-ADMIN-DEPENDENCIES add remove reject cycles and guard direct completion until parent finishes,passed,expected,3327,1,exact assertions in test script
kanban-administration.spec.ts,114,US-SP-KAN-ADMIN-FILTERS exact assignee tenant mine lanes selected bulk completion and dispatcher preview,passed,expected,3839,1,exact assertions in test script
kanban-administration.spec.ts,150,US-SP-KAN-ADMIN-BLOCK Todo block unblock preserve reason dependency denial and repeated-block escalation,passed,expected,2739,1,exact assertions in test script
kanban-dependency-draft-races.spec.ts,45,SUPPLEMENT KANBAN DEPENDENCY DRAFT a late live refresh preserves re-add input and one exact persisted link,passed,expected,1881,1,exact assertions in test script
kanban-dependency-draft-races.spec.ts,65,SUPPLEMENT KANBAN DEPENDENCY DRAFT newer clear and task navigation cannot restore or transfer an old draft,passed,expected,2028,1,exact assertions in test script
kanban-dependency-draft-races.spec.ts,83,SUPPLEMENT KANBAN DEPENDENCY DRAFT a delayed successful Add keeps the next edited dependency for its own submission,passed,expected,1279,1,exact assertions in test script
kanban-edit-focus-race.spec.ts,3,SUPPLEMENT KANBAN EDIT FOCUS delayed initial focus cannot redirect priority typing into the saved title,passed,expected,1547,1,exact assertions in test script
mobile-summary-panels.spec.ts,7,US-SP-UX-MOBILE approvals hamburger navigation allows actual main refresh control,passed,expected,834,1,exact assertions in test script
mobile-summary-panels.spec.ts,7,US-SP-UX-MOBILE integrations hamburger navigation allows actual main refresh control,passed,expected,797,1,exact assertions in test script
navigation.spec.ts,9,US-SP-CHAT-NAV chat opens through visible navigation,passed,expected,363,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-BOT-NAV profiles opens through visible navigation,passed,expected,380,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-PROJ-NAV projects opens through visible navigation,passed,expected,382,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-CRON-NAV tasks opens through visible navigation,passed,expected,380,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-SKILL-NAV skills opens through visible navigation,passed,expected,394,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-CONN-NAV integrations opens through visible navigation,passed,expected,362,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-GOV-NAV approvals opens through visible navigation,passed,expected,363,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-MEM-NAV memory opens through visible navigation,passed,expected,380,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-KAN-NAV kanban opens through visible navigation,passed,expected,382,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-WS-NAV workspaces opens through visible navigation,passed,expected,360,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-TODO-NAV todos opens through visible navigation,passed,expected,395,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-INS-NAV insights opens through visible navigation,passed,expected,401,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-LOG-NAV logs opens through visible navigation,passed,expected,436,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-GOV-NAV governance opens through visible navigation,passed,expected,388,1,navigation/tab reachability
navigation.spec.ts,9,US-SP-PREF-NAV settings opens through visible navigation,passed,expected,382,1,navigation/tab reachability
navigation.spec.ts,13,US-SP-GOV-TAB-overview governance overview tab opens and renders,passed,expected,425,1,navigation/tab reachability
navigation.spec.ts,13,US-SP-GOV-TAB-users governance users tab opens and renders,passed,expected,506,1,navigation/tab reachability
navigation.spec.ts,13,US-SP-GOV-TAB-groups governance groups tab opens and renders,passed,expected,472,1,navigation/tab reachability
navigation.spec.ts,13,US-SP-GOV-TAB-workspaces governance workspaces tab opens and renders,passed,expected,431,1,navigation/tab reachability
navigation.spec.ts,13,US-SP-GOV-TAB-approvals governance approvals tab opens and renders,passed,expected,536,1,navigation/tab reachability
navigation.spec.ts,13,US-SP-GOV-TAB-integrations governance integrations tab opens and renders,passed,expected,437,1,navigation/tab reachability
navigation.spec.ts,13,US-SP-GOV-TAB-preview governance preview tab opens and renders,passed,expected,480,1,navigation/tab reachability
navigation.spec.ts,13,US-SP-GOV-TAB-audit governance audit tab opens and renders,passed,expected,508,1,navigation/tab reachability
navigation.spec.ts,18,US-SP-PREF-TAB-appearance settings appearance renders,passed,expected,472,1,navigation/tab reachability
navigation.spec.ts,18,US-SP-PREF-TAB-preferences settings preferences renders,passed,expected,473,1,navigation/tab reachability
navigation.spec.ts,18,US-SP-PREF-TAB-providers settings providers renders,passed,expected,503,1,navigation/tab reachability
navigation.spec.ts,18,US-SP-PREF-TAB-plugins settings plugins renders,passed,expected,487,1,navigation/tab reachability
navigation.spec.ts,18,US-SP-PREF-TAB-extensions settings extensions renders,passed,expected,450,1,navigation/tab reachability
navigation.spec.ts,18,US-SP-PREF-TAB-system settings system renders,passed,expected,487,1,navigation/tab reachability
navigation.spec.ts,18,US-SP-PREF-TAB-help settings help renders,passed,expected,457,1,navigation/tab reachability
preferences-behavior.spec.ts,19,US-SP-PREF-BEHAVIOR-SEARCH search selects actual setting and clears stale results,passed,expected,1954,1,exact assertions in test script
preferences-behavior.spec.ts,36,US-SP-PREF-BEHAVIOR-LANGUAGE German selection translates visible interface then restores English,passed,expected,1329,1,exact assertions in test script
preferences-behavior.spec.ts,50,US-SP-PREF-BEHAVIOR-EMPTY suggestions and entire welcome panel hide independently and survive reload,passed,expected,5037,1,exact assertions in test script
preferences-behavior.spec.ts,74,US-SP-PREF-BEHAVIOR-TODOS workspace preference controls actual tab while sidebar remains usable,passed,expected,2772,1,exact assertions in test script
realtime-voice.spec.ts,102,US-SP-VOICE-REALTIME-TURNS native speech answers two turns without submitting chat or replacing draft,passed,expected,1173,1,exact assertions in test script
realtime-voice.spec.ts,127,US-SP-VOICE-REALTIME-BACKGROUND native dispatch performs real file write once and preserves ongoing conversation,passed,expected,13945,1,exact assertions in test script
realtime-voice.spec.ts,149,US-SP-VOICE-REALTIME-END ending call leaves a real engine task running to completion,passed,expected,5918,1,exact assertions in test script
realtime-voice.spec.ts,158,US-SP-VOICE-REALTIME-ONCE governed native action waits for exact child approval while voice stays open,passed,expected,3012,1,exact assertions in test script
realtime-voice.spec.ts,158,US-SP-VOICE-REALTIME-DENY governed native action waits for exact child approval while voice stays open,passed,expected,2980,1,exact assertions in test script
realtime-voice.spec.ts,181,US-SP-VOICE-REALTIME-AUTOAPPROVE native tool effect follows the user's real AI review decision,passed,expected,2777,1,exact assertions in test script
realtime-voice.spec.ts,181,US-SP-VOICE-REALTIME-AUTODENY native tool effect follows the user's real AI review decision,passed,expected,1729,1,exact assertions in test script
realtime-voice.spec.ts,198,"US-SP-VOICE-REALTIME-CONTROLS microphone, push to talk, interruption and session change release capture correctly",passed,expected,1917,1,exact assertions in test script
realtime-voice.spec.ts,221,US-SP-VOICE-REALTIME-MIC-DENIED microphone refusal fails without creating a provider call,passed,expected,544,1,exact assertions in test script
realtime-voice.spec.ts,228,US-SP-VOICE-REALTIME-REMOTE-END removed server call stops browser microphone capture,passed,expected,712,1,exact assertions in test script
realtime-voice.spec.ts,237,US-SP-VOICE-REALTIME-LAUNCH-RACE canceled capability response cannot release a newer pending launch,passed,expected,676,1,exact assertions in test script
realtime-voice.spec.ts,265,US-SP-VOICE-REALTIME-CHAT native chat mode executes actual engine work and status tool,passed,expected,2907,1,exact assertions in test script
realtime-voice.spec.ts,265,US-SP-VOICE-REALTIME-SUBAGENTS native subagents mode executes actual engine work and status tool,passed,expected,2163,1,exact assertions in test script
realtime-voice.spec.ts,287,US-SP-VOICE-REALTIME-IDLE result speech waits until native audio playback is finished,passed,expected,7394,1,exact assertions in test script
realtime-voice.spec.ts,304,US-SP-VOICE-REALTIME-SLOW-SUBAGENTS idle parent remains running until delayed actual children and their continuation finish,passed,expected,11315,1,exact assertions in test script
realtime-voice.spec.ts,330,US-SP-VOICE-REALTIME-CONTINUATION original signed SSO restriction survives actual child completion and parent wakeup,passed,expected,17367,1,exact assertions in test script
recovery-navigation.spec.ts,5,US-SP-NAV-PANEL-CLICKS rail labels and workspace edge toggle preserve draft and workspace default survives reload,passed,expected,2326,1,navigation/tab reachability
recovery-navigation.spec.ts,40,US-SP-LOG-CLIPBOARD-CLICKS copy exact visible severity lines and refresh reads appended disk evidence,passed,expected,735,1,navigation/tab reachability
resource-security.spec.ts,3,US-SP-POL-RESOURCE resource denials saved in frontend block real named skill settings and model API bypasses,passed,expected,1368,1,exact assertions in test script
scheduler-kanban-lifecycle.spec.ts,38,"US-SP-LIFECYCLE-CRON edit, cancel, duplicate, run locally, pause, resume and delete persist",passed,expected,6406,1,exact assertions in test script
scheduler-kanban-lifecycle.spec.ts,123,"US-SP-LIFECYCLE-KAN edit, comment, complete, archive and restore survive reload",passed,expected,3419,1,exact assertions in test script
scheduler-kanban-lifecycle.spec.ts,215,US-SP-LIFECYCLE-KAN-DEFECT visible Done action must complete an existing Todo task,passed,expected,1086,1,exact assertions in test script
session-activation-races.spec.ts,6,SUPPLEMENT SESSION ACTIVATION newer New Chat survives a delayed available saved-session restore,passed,expected,1417,1,exact assertions in test script
session-activation-races.spec.ts,6,SUPPLEMENT SESSION ACTIVATION newer New Chat survives a delayed inaccessible saved-session restore,passed,expected,1285,1,exact assertions in test script
session-activation-races.spec.ts,54,SUPPLEMENT SESSION ACTIVATION a later current sidebar choice survives a delayed New Chat response,passed,expected,1179,1,exact assertions in test script
session-activation-races.spec.ts,54,SUPPLEMENT SESSION ACTIVATION a later other sidebar choice survives a delayed New Chat response,passed,expected,2063,1,exact assertions in test script
session-discovery-share.spec.ts,16,US-SP-SESS-DISCOVERY rename Enter and Escape plus title content and URL search select persisted conversation,passed,expected,4641,1,exact assertions in test script
session-discovery-share.spec.ts,38,US-SP-SESS-ARCHIVE archive reload show archived and restore preserve authoritative transcript,passed,expected,3550,1,exact assertions in test script
session-discovery-share.spec.ts,52,US-SP-SESS-SHARE create public snapshot read anonymously cancel revoke then revoke invalidates public link,passed,expected,2778,1,exact assertions in test script
session-discovery-share.spec.ts,107,US-SP-SESS-SHARE-AUTH a readable group participant cannot publish or revoke its owners snapshot,passed,expected,1526,1,exact assertions in test script
session-draft-restoration.spec.ts,4,SUPPLEMENT DRAFT RESTORE actual typing and clearing beat late metadata and deliberate prompt reinsertion stays exact,passed,expected,2416,1,exact assertions in test script
session-import-authority.spec.ts,7,US-SP-SESS-IMPORT-AUTHORITY JSON chooser rejects unauthorized workspace before creating a session and allowed import ignores forged identity,passed,expected,1056,1,exact assertions in test script
session-lifecycle.spec.ts,5,US-SP-SESS-ACTIONS pin duplicate and delete operate on chosen persisted session,passed,expected,4678,1,exact assertions in test script
session-lifecycle.spec.ts,10,US-SP-SESS-EXPORT-JSON actual download includes persisted transcript,passed,expected,1304,1,exact assertions in test script
session-lifecycle.spec.ts,10,US-SP-SESS-EXPORT-HTML actual download includes persisted transcript,passed,expected,1113,1,exact assertions in test script
session-lifecycle.spec.ts,10,US-SP-SESS-EXPORT-Markdown actual download includes persisted transcript,passed,expected,1081,1,exact assertions in test script
session-lifecycle.spec.ts,13,US-SP-SESS-CLEAR clear cancel preserves messages and confirm clears persisted transcript,passed,expected,2376,1,exact assertions in test script
session-lifecycle.spec.ts,17,US-SP-UX-MOBILE drawer and chat mode remain reachable at 390px,passed,expected,829,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-session_jump_buttons both switch states save and reload,passed,expected,1899,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-session_endless_scroll both switch states save and reload,passed,expected,1895,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-auto_scroll_follow both switch states save and reload,passed,expected,1930,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-render_user_markdown both switch states save and reload,passed,expected,1961,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-large_text_paste_as_attachment both switch states save and reload,passed,expected,1917,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-project_quick_create_buttons both switch states save and reload,passed,expected,1993,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-show_titlebar_profile both switch states save and reload,passed,expected,2068,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-worklog_details_expanded_default both switch states save and reload,passed,expected,1903,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-show_token_usage both switch states save and reload,passed,expected,1916,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-show_quota_chip both switch states save and reload,passed,expected,1880,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-show_conversation_outline both switch states save and reload,passed,expected,1950,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-show_tps both switch states save and reload,passed,expected,1907,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-fade_text_effect both switch states save and reload,passed,expected,1968,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-terminal_auto_expand_on_output both switch states save and reload,passed,expected,1977,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-show_busy_placeholder_hint both switch states save and reload,passed,expected,1942,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-rtl both switch states save and reload,passed,expected,1913,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-sound_enabled both switch states save and reload,passed,expected,1910,1,exact assertions in test script
settings-complete.spec.ts,23,US-SP-PREF-CONTROL-whats_new_summary_enabled both switch states save and reload,passed,expected,1882,1,exact assertions in test script
settings-complete.spec.ts,34,US-SP-PREF-ACTIVITY all activity display modes persist and timestamps toggle independently,passed,expected,3141,1,exact assertions in test script
settings-complete.spec.ts,46,US-SP-PREF-STRUCTURED JSON and YAML view choices and threshold persist,passed,expected,2512,1,exact assertions in test script
settings-complete.spec.ts,58,US-SP-AUTH-009 virtual authenticator registers signs in and removes an actual passkey,passed,expected,1843,1,exact assertions in test script
settings-complete.spec.ts,81,US-SP-PREF-SELECT-send_key every offered option saves and restores,passed,expected,2044,1,exact assertions in test script
settings-complete.spec.ts,81,US-SP-PREF-SELECT-sidebar_density every offered option saves and restores,passed,expected,1613,1,exact assertions in test script
settings-complete.spec.ts,81,US-SP-PREF-SELECT-default_message_mode every offered option saves and restores,passed,expected,2046,1,exact assertions in test script
settings-complete.spec.ts,81,US-SP-PREF-SELECT-auto_title_refresh_every every offered option saves and restores,passed,expected,2465,1,exact assertions in test script
settings-complete.spec.ts,88,US-SP-PREF-NUMBERS pinned limit and assistant display name save and reload,passed,expected,3072,1,exact assertions in test script
settings-complete.spec.ts,96,US-SP-PREF-TAB-CHIPS each configurable navigation chip hides and restores its panel,passed,expected,13331,1,exact assertions in test script
settings-complete.spec.ts,112,US-SP-PREF-COMPOSER-CHIPS every footer visibility chip saves both states,passed,expected,7831,1,exact assertions in test script
stream-reconnect-ownership.spec.ts,6,SUPPLEMENT STREAM OWNERSHIP late old reconnect status cannot replace an interrupted successor,passed,expected,7530,1,exact assertions in test script
supplement-appearance-rejection.spec.ts,3,SUPPLEMENT APPEARANCE rejected automatic preference sync preserves local rendering without uncaught promises,passed,expected,1453,1,exact assertions in test script
supplement-clarify-dispatch.spec.ts,18,SUPPLEMENT CLARIFY DISPATCH other clarification collapses answers and resumes once while stale replies cannot consume next question,passed,expected,3068,1,exact assertions in test script
supplement-clarify-dispatch.spec.ts,18,SUPPLEMENT CLARIFY DISPATCH choice clarification collapses answers and resumes once while stale replies cannot consume next question,passed,expected,2365,1,exact assertions in test script
supplement-clarify-dispatch.spec.ts,78,SUPPLEMENT CLARIFY DISPATCH real Kanban worker claims completes and remains isolated from mixed bulk failures,passed,expected,17829,1,exact assertions in test script
supplement-cli-mcp.spec.ts,41,SUPPLEMENT CLI MCP command grants manual Once Deny and wildcard hard denial govern actual harmless process effects,passed,expected,6514,1,exact assertions in test script
supplement-cli-mcp.spec.ts,55,SUPPLEMENT CLI MCP real initialized stdio catalog has exact schemas search and next previous paging,passed,expected,3014,1,exact assertions in test script
supplement-cli-mcp.spec.ts,66,SUPPLEMENT CLI MCP server grant permits real manual invocation while explicit server deny blocks dispatch and catalog disclosure,passed,expected,6996,1,exact assertions in test script
supplement-cli-mcp.spec.ts,81,SUPPLEMENT CLI MCP mandatory command review stays manual while the same user automatically approves an eligible read,passed,expected,5725,1,exact assertions in test script
supplement-cron-advanced.spec.ts,51,SUPPLEMENT CRON ADVANCED weekly Sunday editor and pause resume delete govern future scheduler eligibility,passed,expected,2172,1,exact assertions in test script
supplement-cron-advanced.spec.ts,81,SUPPLEMENT CRON ADVANCED monthly day31 and custom expression preserve saved state across invalid edit and reload,passed,expected,1646,1,exact assertions in test script
supplement-cron-advanced.spec.ts,99,SUPPLEMENT CRON ADVANCED one-shot custom warning and Run now retain completed history without future eligibility,passed,expected,4246,1,exact assertions in test script
supplement-cron-advanced.spec.ts,128,SUPPLEMENT CRON ADVANCED selected profile model and skill reach actual isolated cron execution,passed,expected,5328,1,exact assertions in test script
